codigo_mesa,codigo_recinto,nro_mesa,votantes_habilitados
1070400326011,1070400326,11,300
1070400326012,1070400326,12,918
1070400326013,1070400326,13,666
1070400326014,1070400326,14,739
1070400326015,1070400326,15,960
1070400326016,1070400326,16,847
1070400342001,1070400342,1,654
1070400342002,1070400342,2,612
1070400342003,1070400342,3,4
1070400342004,1070400342,4,972
1070400342005,1070400342,5,721
1070400342006,1070400342,6,922
1070400342007,1070400342,7,416
1090100349001,1090100349,1,461
1090100349002,1090100349,2,758
1090100349003,1090100349,3,522
1090100349004,1090100349,4,278
1090100349005,1090100349,5,304
1090100349006,1090100349,6,33
1090100349007,1090100349,7,903
1090100349008,1090100349,8,353
1090100349009,1090100349,9,558
1090100349010,1090100349,10,315
1090100349011,1090100349,11,573
1090100349012,1090100349,12,338
1090100349013,1090100349,13,249
1090100349014,1090100349,14,458
1090100363001,1090100363,1,406
1090100363002,1090100363,2,87
1090200365001,1090200365,1,702
1090200365002,1090200365,2,748
1090200365003,1090200365,3,805
1090200365004,1090200365,4,492
1090200365005,1090200365,5,286
1090300370001,1090300370,1,606
1090300370002,1090300370,2,223
1090300370003,1090300370,3,512
1090300370004,1090300370,4,670
1090300370005,1090300370,5,223
1090300370006,1090300370,6,87
1090300370007,1090300370,7,911
1090300370008,1090300370,8,53
1090300370009,1090300370,9,877
1090300370010,1090300370,10,227
1090300370011,1090300370,11,565
1090300370012,1090300370,12,893
1090300370013,1090300370,13,557
1090300370014,1090300370,14,605
1090300384001,1090300384,1,775
1090300384002,1090300384,2,472
1090300384003,1090300384,3,121
1090300384004,1090300384,4,779
1090300384005,1090300384,5,769
1090300384006,1090300384,6,598
1090300384007,1090300384,7,110
1090300384008,1090300384,8,506
1090300384009,1090300384,9,528
1090300384010,1090300384,10,643
1090300384011,1090300384,11,150
1090300384012,1090300384,12,374
1090300396001,1090300396,1,147
1090300396002,1090300396,2,969
1090300396003,1090300396,3,554
1090300396004,1090300396,4,242
1090300396005,1090300396,5,390
1100100401001,1100100401,1,664
1100100401002,1100100401,2,401
1100100401003,1100100401,3,160
1100100401004,1100100401,4,763
1100100401005,1100100401,5,478
1100100401006,1100100401,6,94
1100100401007,1100100401,7,227
1100100401008,1100100401,8,512
1100100401009,1100100401,9,207
1100200410001,1100200410,1,903
1100200410002,1100200410,2,53
1100200410003,1100200410,3,598
1100200410004,1100200410,4,168
1100200410005,1100200410,5,660
1100200410006,1100200410,6,539
1100200410007,1100200410,7,23
1100200417001,1100200417,1,628
1100200417002,1100200417,2,158
1100200417003,1100200417,3,741
1100200417004,1100200417,4,550
1100200417005,1100200417,5,643
1100200417006,1100200417,6,359
2010200423001,2010200423,1,251
2010200423002,2010200423,2,229
2010200423003,2010200423,3,20
2010200423004,2010200423,4,968
2010200423005,2010200423,5,868
2010200423006,2010200423,6,758
2010200423007,2010200423,7,53
2010200423008,2010200423,8,788
2010200423009,2010200423,9,123
2010200423010,2010200423,10,892
2010200423011,2010200423,11,204
2010200423012,2010200423,12,640
2010200423013,2010200423,13,69
2010200423014,2010200423,14,118
2010200423015,2010200423,15,223
2010200423016,2010200423,16,935
2010200423017,2010200423,17,789
2010200423018,2010200423,18,336
2010200441001,2010200441,1,898
2010200441002,2010200441,2,457
2010200441003,2010200441,3,734
2010400444001,2010400444,1,190
2010400444002,2010400444,2,980
2010400444003,2010400444,3,341
2010400444004,2010400444,4,812
2010400444005,2010400444,5,359
2010400449001,2010400449,1,673
2010400449002,2010400449,2,569
2010400449003,2010400449,3,755
2010400449004,2010400449,4,135
2010400449005,2010400449,5,616
2010400449006,2010400449,6,67
2010400449007,2010400449,7,803
2010400449008,2010400449,8,661
2010400449009,2010400449,9,468
2010400449010,2010400449,10,94
2010400449011,2010400449,11,168
2010400449012,2010400449,12,359
2010400449013,2010400449,13,191
2010400449014,2010400449,14,525
2010400449015,2010400449,15,19
2010400449016,2010400449,16,556
2010400465001,2010400465,1,555
2010400465002,2010400465,2,961
2010400465003,2010400465,3,323
2010400465004,2010400465,4,521
2010400465005,2010400465,5,768
2010400465006,2010400465,6,650
2010400465007,2010400465,7,833
2010400465008,2010400465,8,180
2010400465009,2010400465,9,843
2010400465010,2010400465,10,993
2010400465011,2010400465,11,960
2010400465012,2010400465,12,535
2010400465013,2010400465,13,110
2010400465014,2010400465,14,562
2010400465015,2010400465,15,916
2010400465016,2010400465,16,220
2010400465017,2010400465,17,25
2010400465018,2010400465,18,20
2010400465019,2010400465,19,723
2010500484001,2010500484,1,834
2010500484002,2010500484,2,460
2010500484003,2010500484,3,915
2010500484004,2010500484,4,795
2010500484005,2010500484,5,142
2010500484006,2010500484,6,506
2010500484007,2010500484,7,642
2010500484008,2010500484,8,315
2010500484009,2010500484,9,65
2020100493001,2020100493,1,987
2020100493002,2020100493,2,913
2020100495001,2020100495,1,226
2020100495002,2020100495,2,58
2020200497001,2020200497,1,633
2020200497002,2020200497,2,882
2020200497003,2020200497,3,79
2020200497004,2020200497,4,335
2020200497005,2020200497,5,195
2020200497006,2020200497,6,496
2020200497007,2020200497,7,137
2020200497008,2020200497,8,802
2020200505001,2020200505,1,509
2020200505002,2020200505,2,908
2020200505003,2020200505,3,72
2020200505004,2020200505,4,692
2020300509001,2020300509,1,210
2020300509002,2020300509,2,11
2020300509003,2020300509,3,970
2020300509004,2020300509,4,377
2020300509005,2020300509,5,592
2020300509006,2020300509,6,914
2020300509007,2020300509,7,776
2020300509008,2020300509,8,695
2020300509009,2020300509,9,427
2020300509010,2020300509,10,920
2020300509011,2020300509,11,35
2020300509012,2020300509,12,200
2020300509013,2020300509,13,182
2020300522001,2020300522,1,637
2020300522002,2020300522,2,67
2020300522003,2020300522,3,609
2020300522004,2020300522,4,213
2020300522005,2020300522,5,610
2020300522006,2020300522,6,202
2020300522007,2020300522,7,391
2020300522008,2020300522,8,271
2020300522009,2020300522,9,487
2020300522010,2020300522,10,791
2020300522011,2020300522,11,890
2020400533001,2020400533,1,429
2020400533002,2020400533,2,522
2020400533003,2020400533,3,44
2020400533004,2020400533,4,223
2020400533005,2020400533,5,242
2020400533006,2020400533,6,749
2020400533007,2020400533,7,442
2020400533008,2020400533,8,587
2020400533009,2020400533,9,267
2020400533010,2020400533,10,149
2020400533011,2020400533,11,771
2020400533012,2020400533,12,112
2020400533013,2020400533,13,410
2020400533014,2020400533,14,590
2020400533015,2020400533,15,330
2020400533016,2020400533,16,386
2020400533017,2020400533,17,82
2020400533018,2020400533,18,214
2020400533019,2020400533,19,221
2020400533020,2020400533,20,126
2020600553001,2020600553,1,784
2020600553002,2020600553,2,289
2020600553003,2020600553,3,884
2020600556001,2020600556,1,490
2020600556002,2020600556,2,121
2020600556003,2020600556,3,705
2020600556004,2020600556,4,153
2020600556005,2020600556,5,222
2020600556006,2020600556,6,256
2020600556007,2020600556,7,83
2020600556008,2020600556,8,725
2020600556009,2020600556,9,621
2020600556010,2020600556,10,218
2020600556011,2020600556,11,631
2020600556012,2020600556,12,138
2020600556013,2020600556,13,887
2020600556014,2020600556,14,112
2020600570001,2020600570,1,711
2020600570002,2020600570,2,597
2020600570003,2020600570,3,524
2020600570004,2020600570,4,878
2020600570005,2020600570,5,169
2020600570006,2020600570,6,728
2020600570007,2020600570,7,911
2020600570008,2020600570,8,9
2020600570009,2020600570,9,660
2020600570010,2020600570,10,245
2020600570011,2020600570,11,96
2020600570012,2020600570,12,260
2020600570013,2020600570,13,510
2020600570014,2020600570,14,415
2020600570015,2020600570,15,600
2020600570016,2020600570,16,549
2020600570017,2020600570,17,151
2020600570018,2020600570,18,655
2020600570019,2020600570,19,850
2020600570020,2020600570,20,780
2030100590001,2030100590,1,564
2030100591001,2030100591,1,180
2030100591002,2030100591,2,301
2030100591003,2030100591,3,877
2030100591004,2030100591,4,767
2030100591005,2030100591,5,330
2030100591006,2030100591,6,378
2030100591007,2030100591,7,363
2030100591008,2030100591,8,88
2030100591009,2030100591,9,159
2030100591010,2030100591,10,541
2030100591011,2030100591,11,124
2030100591012,2030100591,12,178
2030100591013,2030100591,13,566
2030100591014,2030100591,14,823
2030100591015,2030100591,15,212
2030100591016,2030100591,16,189
2030100591017,2030100591,17,460
2030100591018,2030100591,18,190
2030200609001,2030200609,1,497
2030200609002,2030200609,2,853
2030200609003,2030200609,3,730
2030200609004,2030200609,4,240
2030200609005,2030200609,5,501
2030200609006,2030200609,6,269
2030200615001,2030200615,1,878
2030200615002,2030200615,2,12
2030200615003,2030200615,3,59
2030200615004,2030200615,4,771
2030200615005,2030200615,5,643
2030200615006,2030200615,6,729
2030200615007,2030200615,7,353
2030200622001,2030200622,1,792
2030300623001,2030300623,1,398
2030300623002,2030300623,2,291
2030300623003,2030300623,3,221
2030300623004,2030300623,4,288
2030300623005,2030300623,5,624
2030300623006,2030300623,6,200
2030300623007,2030300623,7,842
2030300623008,2030300623,8,785
2030300623009,2030300623,9,252
2030300623010,2030300623,10,433
2030300623011,2030300623,11,411
2030300623012,2030300623,12,371
2030300623013,2030300623,13,783
2030300623014,2030300623,14,829
2030300623015,2030300623,15,880
2030300623016,2030300623,16,950
2030300623017,2030300623,17,182
2030300623018,2030300623,18,830
2030300623019,2030300623,19,820
2030300642001,2030300642,1,99
2030300642002,2030300642,2,515
2030300642003,2030300642,3,162
2030300642004,2030300642,4,403
2030300642005,2030300642,5,277
2030300642006,2030300642,6,42
2030300642007,2030300642,7,579
2030300642008,2030300642,8,979
2030300642009,2030300642,9,7
2030300642010,2030300642,10,126
2030300642011,2030300642,11,69
2030300642012,2030300642,12,762
2030300642013,2030300642,13,170
2030300642014,2030300642,14,502
2030300656001,2030300656,1,287
2030300656002,2030300656,2,829
2030300656003,2030300656,3,247
2030300656004,2030300656,4,795
2030300656005,2030300656,5,403
2030500661001,2030500661,1,417
2030500661002,2030500661,2,827
2030500661003,2030500661,3,880
2030500664001,2030500664,1,403
2030500664002,2030500664,2,797
2030500664003,2030500664,3,938
2030500664004,2030500664,4,867
2030500664005,2030500664,5,472
2030500664006,2030500664,6,5
2030500664007,2030500664,7,313
2030500664008,2030500664,8,291
2030500664009,2030500664,9,914
2030500664010,2030500664,10,321
2030500664011,2030500664,11,365
2030500664012,2030500664,12,473
2030600676001,2030600676,1,525
2030600676002,2030600676,2,747
2030600676003,2030600676,3,357
2030600676004,2030600676,4,275
2030600676005,2030600676,5,875
2030600676006,2030600676,6,743
2030600676007,2030600676,7,584
2030600676008,2030600676,8,90
2030600676009,2030600676,9,194
2030600676010,2030600676,10,504
2030600676011,2030600676,11,696
2030600676012,2030600676,12,547
2030600676013,2030600676,13,202
2030600676014,2030600676,14,880
2030700690001,2030700690,1,607
2030700690002,2030700690,2,352
2030700690003,2030700690,3,695
2030700690004,2030700690,4,60
2030700690005,2030700690,5,566
2030700690006,2030700690,6,608
2030700690007,2030700690,7,439
2030700690008,2030700690,8,471
2030700690009,2030700690,9,895
2030700699001,2030700699,1,223
2030700699002,2030700699,2,940
2030700699003,2030700699,3,111
2030800702001,2030800702,1,749
2030800702002,2030800702,2,280
2030800702003,2030800702,3,969
2030800702004,2030800702,4,775
2030800702005,2030800702,5,980
2030800702006,2030800702,6,929
2030800702007,2030800702,7,548
2030800702008,2030800702,8,330
2030800702009,2030800702,9,911
2030800702010,2030800702,10,276
2030800702011,2030800702,11,314
2030800702012,2030800702,12,714
2040100714001,2040100714,1,105
2040100714002,2040100714,2,421
2040100714003,2040100714,3,782
2040100714004,2040100714,4,58
2040100714005,2040100714,5,783
2040100714006,2040100714,6,778
2040100714007,2040100714,7,265
2040100714008,2040100714,8,341
2040100714009,2040100714,9,34
2040100714010,2040100714,10,534
2040100714011,2040100714,11,65
2040100714012,2040100714,12,489
2040100726001,2040100726,1,227
2040100726002,2040100726,2,526
2040100726003,2040100726,3,547
2040100726004,2040100726,4,143
2040100726005,2040100726,5,267
2040100726006,2040100726,6,963
2040100726007,2040100726,7,559
2040100726008,2040100726,8,815
2040100726009,2040100726,9,284
2040100726010,2040100726,10,20
2040100726011,2040100726,11,804
2040100726012,2040100726,12,160
2040100726013,2040100726,13,962
2040200739001,2040200739,1,475
2040200739002,2040200739,2,161
2040200739003,2040200739,3,289
2040200739004,2040200739,4,863
2040200739005,2040200739,5,172
2040200739006,2040200739,6,592
2040200739007,2040200739,7,421
2040200739008,2040200739,8,989
2040200739009,2040200739,9,833
2040200739010,2040200739,10,511
2040300749001,2040300749,1,784
2040300749002,2040300749,2,530
2040300749003,2040300749,3,193
2040300749004,2040300749,4,558
2040300749005,2040300749,5,843
2040300749006,2040300749,6,992
2040300749007,2040300749,7,606
2040300749008,2040300749,8,844
2040300749009,2040300749,9,888
2040300749010,2040300749,10,6
2040300749011,2040300749,11,913
2040300749012,2040300749,12,887
2040300749013,2040300749,13,431
2040300749014,2040300749,14,508
2040300749015,2040300749,15,863
2040300749016,2040300749,16,111
2040300749017,2040300749,17,357
2040300749018,2040300749,18,922
2040300749019,2040300749,19,987
2040300749020,2040300749,20,695
2040300769001,2040300769,1,945
2040300769002,2040300769,2,656
2040300769003,2040300769,3,995
2040300769004,2040300769,4,496
2040300769005,2040300769,5,994
2040300769006,2040300769,6,926
2040300769007,2040300769,7,280
2040300769008,2040300769,8,850
2040300769009,2040300769,9,205
2040300769010,2040300769,10,949
2040300769011,2040300769,11,812
2040300769012,2040300769,12,397
2040300769013,2040300769,13,272
2040300782001,2040300782,1,361
2040300782002,2040300782,2,281
2040300782003,2040300782,3,416
2040300782004,2040300782,4,539
2040300782005,2040300782,5,690
2040300782006,2040300782,6,452
2040300782007,2040300782,7,146
2040300782008,2040300782,8,204
2040300782009,2040300782,9,516
2040400791001,2040400791,1,801
2040400791002,2040400791,2,801
2040400791003,2040400791,3,9
2040400791004,2040400791,4,985
2040500795001,2040500795,1,545
2040500795002,2040500795,2,243
2040500795003,2040500795,3,361
2040500795004,2040500795,4,38
2040500795005,2040500795,5,870
2040500795006,2040500795,6,954
2040500795007,2040500795,7,638
2040500795008,2040500795,8,658
2040500795009,2040500795,9,875
2040500795010,2040500795,10,464
2040500795011,2040500795,11,474
2040500795012,2040500795,12,807
2040500795013,2040500795,13,761
2040500795014,2040500795,14,72
2040500795015,2040500795,15,92
2040500795016,2040500795,16,788
2050100811001,2050100811,1,334
2050100811002,2050100811,2,581
2050100811003,2050100811,3,577
2050100811004,2050100811,4,430
2050100811005,2050100811,5,162
2050100811006,2050100811,6,27
2050100811007,2050100811,7,843
2050100818001,2050100818,1,217
2050100818002,2050100818,2,645
2050100818003,2050100818,3,760
2050100818004,2050100818,4,891
2050100818005,2050100818,5,500
2050100818006,2050100818,6,305
2050100818007,2050100818,7,898
2050100818008,2050100818,8,784
2050100818009,2050100818,9,290
2050100818010,2050100818,10,330
2050100818011,2050100818,11,640
2050100818012,2050100818,12,100
2050100818013,2050100818,13,981
2050100818014,2050100818,14,555
2050100818015,2050100818,15,876
2050100818016,2050100818,16,299
2050100818017,2050100818,17,554
2050200835001,2050200835,1,440
2050200835002,2050200835,2,902
2050200835003,2050200835,3,990
2050200835004,2050200835,4,811
2050300839001,2050300839,1,765
2050300839002,2050300839,2,758
2050300839003,2050300839,3,8
2050300839004,2050300839,4,530
2050300839005,2050300839,5,665
2050300844001,2050300844,1,4
2050300844002,2050300844,2,649
2050300844003,2050300844,3,884
2050300844004,2050300844,4,782
2050300844005,2050300844,5,126
2050300844006,2050300844,6,704
2050300844007,2050300844,7,26
2050300844008,2050300844,8,966
2050300844009,2050300844,9,320
2050300844010,2050300844,10,864
2050300844011,2050300844,11,624
2050300844012,2050300844,12,150
2050300844013,2050300844,13,550
2050300844014,2050300844,14,400
2050300844015,2050300844,15,408
2050300844016,2050300844,16,767
2050300844017,2050300844,17,579
2060100861001,2060100861,1,793
2060100861002,2060100861,2,904
2060100861003,2060100861,3,862
2060100861004,2060100861,4,159
2060100861005,2060100861,5,544
2060100861006,2060100861,6,618
2060100861007,2060100861,7,313
2060100861008,2060100861,8,628
2060100861009,2060100861,9,540
2060100861010,2060100861,10,679
2060200871001,2060200871,1,186
2060200871002,2060200871,2,662
2060200871003,2060200871,3,43
2060200871004,2060200871,4,969
2060200871005,2060200871,5,830
2060200871006,2060200871,6,597
2060200871007,2060200871,7,730
2060200871008,2060200871,8,758
2060200871009,2060200871,9,201
2060200871010,2060200871,10,140
2060200871011,2060200871,11,743
2060200871012,2060200871,12,696
2060200871013,2060200871,13,662
2060200871014,2060200871,14,297
2060200871015,2060200871,15,480
2060200871016,2060200871,16,873
2060200871017,2060200871,17,665
2060200888001,2060200888,1,896
2060200889001,2060200889,1,786
2060200889002,2060200889,2,740
2060200889003,2060200889,3,853
2060200889004,2060200889,4,189
2060200889005,2060200889,5,539
2060200889006,2060200889,6,42
2060200889007,2060200889,7,449
2060200889008,2060200889,8,235
2060200889009,2060200889,9,863
2060200889010,2060200889,10,705
2060200889011,2060200889,11,138
2060200900001,2060200900,1,723
2060200900002,2060200900,2,450
2060200900003,2060200900,3,404
2060200900004,2060200900,4,605
2060200900005,2060200900,5,271
2060200900006,2060200900,6,620
2060200900007,2060200900,7,735
2060200900008,2060200900,8,978
2060200900009,2060200900,9,357
2060300909001,2060300909,1,58
2060300909002,2060300909,2,671
2060300909003,2060300909,3,491
2060300909004,2060300909,4,591
2060300909005,2060300909,5,697
2060300909006,2060300909,6,107
2060300909007,2060300909,7,130
2060300909008,2060300909,8,400
2060300909009,2060300909,9,875
2060300909010,2060300909,10,485
2060300909011,2060300909,11,641
2060300909012,2060300909,12,524
2060300909013,2060300909,13,233
2060300909014,2060300909,14,198
2060300909015,2060300909,15,602
2060300909016,2060300909,16,940
2060300909017,2060300909,17,327
2060300926001,2060300926,1,688
2060300926002,2060300926,2,51
2060300926003,2060300926,3,220
2060300926004,2060300926,4,729
